Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
470,5,4,5,74376661d9ca,Categorize,Synthetic opioids,two,4,4,5,4,5,5,3,5,5,2,Woman,White/Caucasian/European,Undergraduate,25,,,,1679527385689,1679528461178,17.9248166666667,First,7,Emily,27,The ground that these football players played on was in horrible conditions and contributed to thee poor performance of both teams during the game.,0,17,13,12,8316.19265917955,-4666.00738688827,0.103952408239744,,,
471,3,3,3,0e4369b5b9db,Draw,Drug overdoses,two,2,2,3,3,3,4,4,4,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,42,,,,1679527388738,1679528668996,21.3376333333333,second,8,Emily,27,Field conditions affected the game for both sides during the Eagles vs Chiefs game.,0,10,11,14,9743.45412492335,-5681.29308565532,0.121793176561542,19223.9714003803,-16596.1537667699,0.240299642504754
472,3,3,3,0e4369b5b9db,Draw,Drug-use disorder,two,2,2,3,3,3,4,4,4,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,42,,,,1679527388738,1679528668996,21.3376333333333,second,8,Emily,27,Field conditions affected the game for both sides during the Eagles vs Chiefs game.,0,10,11,14,1.84195668232794,1.40540505675955,0.184195668232794,0.665379392496853,0.496220330237358,0.0665379392496853
473,3,3,3,0e4369b5b9db,Draw,Synthetic opioids,two,2,2,3,3,3,4,4,4,5,5,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,42,,,,1679527388738,1679528668996,21.3376333333333,second,8,Emily,27,Field conditions affected the game for both sides during the Eagles vs Chiefs game.,0,10,11,14,11380.8282316067,8848.76638965836,0.142260352895084,12465.5097570835,3958.64635272392,0.155818871963544
474,3,3,5,d2a5a70cf974,Control,Drug-use disorder,two,1,2,3,4,5,5,5,5,5,5,Woman,African American/Black,Undergraduate,52,,,,1679527394933,1679528628976,20.5673833333333,2,8,Emily,0,"The turf was horrible, but since both teams had to play on it, it was not a deciding factor in the game.",0,10,15,15,0.909100203356733,0.841228700053212,0.0909100203356733,,,
475,4,2,5,d2a5a70cf974,Control,Synthetic opioids,two,1,2,3,4,5,5,5,5,5,5,Woman,African American/Black,Undergraduate,52,,,,1679527394933,1679528628976,20.5673833333333,2,8,Emily,0,"The turf was horrible, but since both teams had to play on it, it was not a deciding factor in the game.",0,10,15,15,25355.9477216783,21524.2135524873,0.316949346520978,,,
476,3,3,4,c957bc0fb9c9,Categorize,Drug overdoses,two,2,2,2,3,3,4,5,4,5,4,Man,White/Caucasian/European,High School,31,,,,1679527399018,1679528311481,15.2077166666667,second,8,Emily,3,Poor turf had an impact on perfromance during the Super Bowl.,0,9,12,13,4240.57329437324,2993.76254514964,0.0530071661796655,,,
477,3,4,4,c957bc0fb9c9,Categorize,Drug-use disorder,two,2,2,2,3,3,4,5,4,5,4,Man,White/Caucasian/European,High School,31,,,,1679527399018,1679528311481,15.2077166666667,second,8,Emily,3,Poor turf had an impact on perfromance during the Super Bowl.,0,9,12,13,3.06862250591485,2.62194645333462,0.306862250591485,,,
478,3,3,3,c957bc0fb9c9,Categorize,Synthetic opioids,two,2,2,2,3,3,4,5,4,5,4,Man,White/Caucasian/European,High School,31,,,,1679527399018,1679528311481,15.2077166666667,second,8,Emily,3,Poor turf had an impact on perfromance during the Super Bowl.,0,9,12,13,17924.2163128361,14050.7624365189,0.224052703910452,,,
479,3,4,2,58f1ac26b412,Draw,Drug overdoses,two,2,2,2,2,4,2,2,4,3,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679527399360,1679528390985,16.5270833333333,second,8,June,27 cubic feet,Players were dissatisfied with the slippery field they played in Arizona for the NFL.,0,8,8,9,7827.93507164367,-4961.73684210527,0.0978491883955458,9421.94644772006,-8742.95459236327,0.117774330596501
480,3,2,2,58f1ac26b412,Draw,Drug-use disorder,two,2,2,2,2,4,2,2,4,3,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679527399360,1679528390985,16.5270833333333,second,8,June,27 cubic feet,Players were dissatisfied with the slippery field they played in Arizona for the NFL.,0,8,8,9,0.152411834216183,0.141440918472652,0.0152411834216183,2.56316260134618,2.2281282249742,0.256316260134618
481,3,3,2,58f1ac26b412,Draw,Synthetic opioids,two,2,2,2,2,4,2,2,4,3,2,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,22,,,,1679527399360,1679528390985,16.5270833333333,second,8,June,27 cubic feet,Players were dissatisfied with the slippery field they played in Arizona for the NFL.,0,8,8,9,25082.8568374218,21765.8947368421,0.313535710467773,22645.1723950359,-12331.9815327793,0.283064654937948
482,5,4,4,c817c3891f84,Draw,Drug overdoses,two,3,3,4,4,4,4,5,5,4,5,other,White/Caucasian/European,High School,22,,,nonbinary,1679527402193,1679529520190,35.29995,first,eight,emily ,0,Both the Eagles and the Chiefs were unable to play their best due to slippery field conditions. ,0,14,13,14,4364.10046768601,3397.65428276573,0.0545512558460752,9012.61586577559,-4759.20846233231,0.112657698322195
483,4,5,4,c817c3891f84,Draw,Drug-use disorder,two,3,3,4,4,4,4,5,5,4,5,other,White/Caucasian/European,High School,22,,,nonbinary,1679527402193,1679529520190,35.29995,first,eight,emily ,0,Both the Eagles and the Chiefs were unable to play their best due to slippery field conditions. ,0,14,13,14,0.516343788131209,-0.425606295149639,0.0516343788131209,0.970028748973652,0.885023219814242,0.0970028748973652
484,4,4,4,c817c3891f84,Draw,Synthetic opioids,two,3,3,4,4,4,4,5,5,4,5,other,White/Caucasian/European,High School,22,,,nonbinary,1679527402193,1679529520190,35.29995,first,eight,emily ,0,Both the Eagles and the Chiefs were unable to play their best due to slippery field conditions. ,0,14,13,14,19614.9521860085,15343.6879039705,0.245186902325106,17267.4240416503,-6019.19298245614,0.215842800520629
485,2,2,3,907e14ab7577,Categorize,Drug overdoses,two,3,3,2,4,4,4,3,4,4,3,Man,other,Undergraduate,47,White / East Asian American,,,1679527403747,1679528376343,16.2099333333333,2,8,emily,27,"During the Super Bowl the field conditions were not as good as would be expected, potentially affecting the Eagles defensive unit.",0,12,11,11,9916.78389078507,-7022.10835913313,0.123959798634813,,,
486,2,2,3,907e14ab7577,Categorize,Drug-use disorder,two,3,3,2,4,4,4,3,4,4,3,Man,other,Undergraduate,47,White / East Asian American,,,1679527403747,1679528376343,16.2099333333333,2,8,emily,27,"During the Super Bowl the field conditions were not as good as would be expected, potentially affecting the Eagles defensive unit.",0,12,11,11,2.26331098139074,1.48760964912281,0.226331098139074,,,
487,3,2,3,907e14ab7577,Categorize,Synthetic opioids,two,3,3,2,4,4,4,3,4,4,3,Man,other,Undergraduate,47,White / East Asian American,,,1679527403747,1679528376343,16.2099333333333,2,8,emily,27,"During the Super Bowl the field conditions were not as good as would be expected, potentially affecting the Eagles defensive unit.",0,12,11,11,8288.2148566447,-2114.99168975069,0.103602685708059,,,
488,4,1,5,75f2e4103ad0,Draw,Drug overdoses,two,4,4,3,3,5,5,2,5,5,2,Woman,African American/Black,High School,42,,,,1679527413790,1679528081323,11.12555,First ,8,June,9,Poor turf caused issues in a NFL game ,0,14,12,12,7190.99967555445,5393.27436468007,0.0898874959444306,14296.371379237,9077.92832494839,0.178704642240462
489,4,1,4,75f2e4103ad0,Draw,Drug-use disorder,two,4,4,3,3,5,5,2,5,5,2,Woman,African American/Black,High School,42,,,,1679527413790,1679528081323,11.12555,First ,8,June,9,Poor turf caused issues in a NFL game ,0,14,12,12,3.64597565669867,3.17276398429438,0.364597565669867,3.66529424125017,3.34499348048947,0.366529424125017
490,4,1,2,75f2e4103ad0,Draw,Synthetic opioids,two,4,4,3,3,5,5,2,5,5,2,Woman,African American/Black,High School,42,,,,1679527413790,1679528081323,11.12555,First ,8,June,9,Poor turf caused issues in a NFL game ,0,14,12,12,21433.5429233146,18286.820045591,0.267919286541432,15943.2955150227,5360.40037800092,0.199291193937783
491,4,4,4,13070416c396,Draw,Drug overdoses,two,2,2,4,4,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,67,,,,1679527429020,1679528915862,24.7807,second,8,Emily,9,There were problems with the turf in the Super Bowl that made it difficult for both teams to play. ,0,12,13,14,5470.52992512331,-3525.20433436533,0.0683816240640414,5614.61985465032,1065.09494324045,0.070182748183129
492,4,2,4,13070416c396,Draw,Drug-use disorder,two,2,2,4,4,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,67,,,,1679527429020,1679528915862,24.7807,second,8,Emily,9,There were problems with the turf in the Super Bowl that made it difficult for both teams to play. ,0,12,13,14,0.992286736032817,0.564557533539731,0.0992286736032817,1.32479134438274,1.0124419504644,0.132479134438274
493,5,4,4,13070416c396,Draw,Synthetic opioids,two,2,2,4,4,4,4,5,5,5,4,Man,White/Caucasian/European,Undergraduate,67,,,,1679527429020,1679528915862,24.7807,second,8,Emily,9,There were problems with the turf in the Super Bowl that made it difficult for both teams to play. ,0,12,13,14,8107.59087127511,4111.23176361957,0.101344885890939,13226.4252430253,6297.75069252077,0.165330315537816
494,4,2,3,4b90ea47b55c,Control,Drug overdoses,two,3,3,4,4,3,3,4,3,4,4,Man,White/Caucasian/European,Undergraduate,26,,,,1679527430686,1679528153268,12.0430333333333,second,eight ,June,27 cubic feet,The turf that was played on during the superbowl caused problems for the players and contention about how the Cheifs won.,0,14,10,11,6462.1010770073,4412.36016511868,0.0807762634625912,,,
495,3,4,4,4b90ea47b55c,Control,Drug-use disorder,two,3,3,4,4,3,3,4,3,4,4,Man,White/Caucasian/European,Undergraduate,26,,,,1679527430686,1679528153268,12.0430333333333,second,eight ,June,27 cubic feet,The turf that was played on during the superbowl caused problems for the players and contention about how the Cheifs won.,0,14,10,11,1.87013803706069,1.27295536635707,0.187013803706069,,,
496,3,3,3,4b90ea47b55c,Control,Synthetic opioids,two,3,3,4,4,3,3,4,3,4,4,Man,White/Caucasian/European,Undergraduate,26,,,,1679527430686,1679528153268,12.0430333333333,second,eight ,June,27 cubic feet,The turf that was played on during the superbowl caused problems for the players and contention about how the Cheifs won.,0,14,10,11,11940.7659948587,2370.23453370268,0.149259574935733,,,
497,3,2,3,d4859a1bce05,Control,Drug overdoses,two,3,1,1,1,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,53,,,,1679527431478,1679528419645,16.46945,first,7,Emily,27,The field was icy on game day for the Eagles and the Chiefs.,0,6,12,12,13375.5145262777,11477.3756449948,0.167193931578472,,,
498,3,2,2,d4859a1bce05,Control,Drug-use disorder,two,3,1,1,1,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,53,,,,1679527431478,1679528419645,16.46945,first,7,Emily,27,The field was icy on game day for the Eagles and the Chiefs.,0,6,12,12,3.61764128043264,3.20355392156863,0.361764128043264,,,
499,2,2,2,d4859a1bce05,Control,Synthetic opioids,two,3,1,1,1,4,4,4,4,4,4,Woman,White/Caucasian/European,High School,53,,,,1679527431478,1679528419645,16.46945,first,7,Emily,27,The field was icy on game day for the Eagles and the Chiefs.,0,6,12,12,27341.4180614039,24953.7987072946,0.341767725767548,,,
500,3,4,4,c73929cc89e1,Categorize,Drug overdoses,two,3,1,2,1,5,5,5,5,5,4,Woman,White/Caucasian/European,Undergraduate,62,,,,1679527432055,1679528705928,21.2312166666667,2,8,Emily,0,"The turf was a major factor adversely impacting game play, but it was not the reason that the Chiefs won.",0,7,15,14,7380.0091442407,5688.67595459236,0.0922501143030088,,,
501,3,4,4,c73929cc89e1,Categorize,Drug-use disorder,two,3,1,2,1,5,5,5,5,5,4,Woman,White/Caucasian/European,Undergraduate,62,,,,1679527432055,1679528705928,21.2312166666667,2,8,Emily,0,"The turf was a major factor adversely impacting game play, but it was not the reason that the Chiefs won.",0,7,15,14,3.12470110489187,2.75531475748194,0.312470110489187,,,
502,3,3,4,c73929cc89e1,Categorize,Synthetic opioids,two,3,1,2,1,5,5,5,5,5,4,Woman,White/Caucasian/European,Undergraduate,62,,,,1679527432055,1679528705928,21.2312166666667,2,8,Emily,0,"The turf was a major factor adversely impacting game play, but it was not the reason that the Chiefs won.",0,7,15,14,7425.28432720126,5080.06832871653,0.0928160540900157,,,
503,5,4,4,00007a5d37de,Categorize,Synthetic opioids,two,5,5,5,5,5,5,5,5,5,4,Man,White/Caucasian/European,High School,36,,,,1679527434253,1679528823098,23.1474166666667,first,8,June,27,I watched the game and yes for it to be the NFL a ten billion dollar plus company this should have not been an issue. I thought this ruined the game in a way.,0,20,15,14,6669.42453845902,6141.70267774699,0.0833678067307378,,,
504,3,1,2,69bd85b02f4f,Control,Drug overdoses,two,4,3,2,3,3,3,3,3,4,1,Man,White/Caucasian/European,Undergraduate,30,,,,1679527438488,1679527976729,8.97068333333333,first,8,emily,27,Field conditions are poor. ,0,12,9,8,18245.1109204901,15763.4953560372,0.228063886506126,,,
505,2,1,1,69bd85b02f4f,Control,Drug-use disorder,two,4,3,2,3,3,3,3,3,4,1,Man,White/Caucasian/European,Undergraduate,30,,,,1679527438488,1679527976729,8.97068333333333,first,8,emily,27,Field conditions are poor. ,0,12,9,8,3.13550574546608,2.42043343653251,0.313550574546608,,,
506,2,2,2,69bd85b02f4f,Control,Synthetic opioids,two,4,3,2,3,3,3,3,3,4,1,Man,White/Caucasian/European,Undergraduate,30,,,,1679527438488,1679527976729,8.97068333333333,first,8,emily,27,Field conditions are poor. ,0,12,9,8,17487.3206969245,16376.0055401662,0.218591508711557,,,
507,5,5,5,4dd7272046c2,Control,Synthetic opioids,two,4,4,4,4,5,5,5,5,5,4,Woman,White/Caucasian/European,other,63,,associates,,1679527445510,1679529139279,28.2294833333333,2,8,emily,27,the grass on the nfl field was not the best the players said,0,16,15,14,23385.0263756231,18817.8337950138,0.292312829695288,,,
508,4,3,5,df307fd27473,Control,Drug overdoses,two,4,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679527445805,1679527973985,8.803,2,8,June,27,"The Eagles had 70 sacks in the regular season and none Sunday, but the field conditions slowed down their pass rushers.",0,16,14,14,10473.8539879897,-4930.1023666807,0.130923174849872,,,
509,3,3,4,df307fd27473,Control,Drug-use disorder,two,4,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679527445805,1679527973985,8.803,2,8,June,27,"The Eagles had 70 sacks in the regular season and none Sunday, but the field conditions slowed down their pass rushers.",0,16,14,14,3.38017098303597,2.73999896448094,0.338017098303597,,,
510,4,4,4,df307fd27473,Control,Synthetic opioids,two,4,3,4,5,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,41,,,,1679527445805,1679527973985,8.803,2,8,June,27,"The Eagles had 70 sacks in the regular season and none Sunday, but the field conditions slowed down their pass rushers.",0,16,14,14,12142.1347599917,2234.64112996306,0.151776684499896,,,
511,2,1,3,c899cff61165,Categorize,Drug overdoses,two,3,2,2,2,4,4,4,4,4,4,Woman,White/Caucasian/European,other,35,,Associates,,1679527451008,1679528934065,24.7176166666667,2nd,8,June,27,It's about field conditions during a football game. ,0,9,12,12,4518.02719858058,3350.95665634675,0.0564753399822572,,,
512,2,1,2,c899cff61165,Categorize,Drug-use disorder,two,3,2,2,2,4,4,4,4,4,4,Woman,White/Caucasian/European,other,35,,Associates,,1679527451008,1679528934065,24.7176166666667,2nd,8,June,27,It's about field conditions during a football game. ,0,9,12,12,2.74808204267567,1.96429308565531,0.274808204267567,,,
513,2,1,2,c899cff61165,Categorize,Synthetic opioids,two,3,2,2,2,4,4,4,4,4,4,Woman,White/Caucasian/European,other,35,,Associates,,1679527451008,1679528934065,24.7176166666667,2nd,8,June,27,It's about field conditions during a football game. ,0,9,12,12,6997.87479528026,2841.37950138505,0.0874734349410033,,,
514,3,1,2,a8ac7dbdd7a6,Control,Drug overdoses,two,2,3,3,4,4,4,5,4,5,4,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,32,,Some College,,1679527453780,1679528164457,11.8446166666667,First,7,June,27 ft,"During the football game, the field conditions slowed down the players.",0,12,13,13,5066.03899232613,1279.74922600619,0.0633254874040766,,,
515,3,3,2,a8ac7dbdd7a6,Control,Drug-use disorder,two,2,3,3,4,4,4,5,4,5,4,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,32,,Some College,,1679527453780,1679528164457,11.8446166666667,First,7,June,27 ft,"During the football game, the field conditions slowed down the players.",0,12,13,13,2.79562350704959,2.53566176470588,0.279562350704959,,,
516,3,3,3,a8ac7dbdd7a6,Control,Synthetic opioids,two,2,3,3,4,4,4,5,4,5,4,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",other,32,,Some College,,1679527453780,1679528164457,11.8446166666667,First,7,June,27 ft,"During the football game, the field conditions slowed down the players.",0,12,13,13,16287.5616829331,14425.8670360111,0.203594521036664,,,
517,4,5,4,36c08c4484cd,Draw,Drug overdoses,two,3,3,4,4,4,4,3,4,5,3,Woman,White/Caucasian/European,High School,30,,,,1679527455935,1679528408392,15.8742833333333,Second,8,June,9,"The Eagles had a harder time performing on the field and the Chiefs won the game, and players were frustrated because the NFL should invest in higher quality playing fields.",0,14,11,12,20585.2944733417,-16207.3188794021,0.257316180916771,9002.7063266038,-5597.52690031604,0.112533829082547
